0.000000000000000000e+00, 0.000000000000000000e+00
1.000000000000000021e-02, 5.000000000000000278e-02
2.000000000000000042e-02, 1.006739630466670643e-01
2.999999999999999889e-02, 1.517971887220109783e-01
4.000000000000000083e-02, 2.033696459046571703e-01
5.000000000000000278e-02, 2.553913032009170747e-01
5.999999999999999778e-02, 3.078621289448645881e-01
7.000000000000000666e-02, 3.607820911984128687e-01
8.000000000000000167e-02, 4.141434078086764226e-01
8.999999999999999667e-02, 4.679358107217941876e-01
1.000000000000000056e-01, 5.221511721015252849e-01
1.100000000000000006e-01, 5.767816395336240465e-01
1.199999999999999956e-01, 6.318196213319824395e-01
1.300000000000000044e-01, 6.872577729211482023e-01
1.400000000000000133e-01, 7.430889841958894237e-01
1.499999999999999944e-01, 7.993063677694545177e-01
1.600000000000000033e-01, 8.559032480317552150e-01
1.700000000000000122e-01, 9.128731509470670025e-01
1.799999999999999933e-01, 9.702097945281860092e-01
1.900000000000000022e-01, 1.027907079930429735e+00
2.000000000000000111e-01, 1.085959083114557355e+00
2.099999999999999922e-01, 1.144360047032709105e+00
2.200000000000000011e-01, 1.203104374295907109e+00
2.300000000000000100e-01, 1.262186620285614680e+00
2.399999999999999911e-01, 1.321601486675355597e+00
2.500000000000000000e-01, 1.381343815331524283e+00
2.600000000000000089e-01, 1.441408582565315122e+00
2.700000000000000178e-01, 1.501790893710194474e+00
2.800000000000000266e-01, 1.562485978001582287e+00
2.899999999999999800e-01, 1.623489183737423236e+00
2.999999999999999889e-01, 1.684795973700133898e+00
3.099999999999999978e-01, 1.746401920822049370e+00
3.200000000000000067e-01, 1.808302704077961565e+00
3.300000000000000155e-01, 1.870494104589672357e+00
3.400000000000000244e-01, 1.932972001928694450e+00
3.500000000000000333e-01, 1.995732370604320849e+00
3.599999999999999867e-01, 2.058771276725280153e+00
3.699999999999999956e-01, 2.122084874824097245e+00
3.800000000000000044e-01, 2.185669404834099439e+00
3.900000000000000133e-01, 2.249521189209759520e+00
4.000000000000000222e-01, 2.313636630181751030e+00
4.100000000000000311e-01, 2.378012207138719969e+00
4.199999999999999845e-01, 2.442644474128341514e+00
4.299999999999999933e-01, 2.507530057470767737e+00
4.400000000000000022e-01, 2.572665653478043435e+00
4.500000000000000111e-01, 2.638048026273513536e+00
4.600000000000000200e-01, 2.703674005705656747e+00
4.700000000000000289e-01, 2.769540485351144277e+00
4.799999999999999822e-01, 2.835644420602277282e+00
4.899999999999999911e-01, 2.901982826834273332e+00
5.000000000000000000e-01, 2.968552777648158614e+00
5.100000000000000089e-01, 3.035351403185305497e+00
5.200000000000000178e-01, 3.102375888509896207e+00
5.300000000000000266e-01, 3.169623472055835389e+00
5.400000000000000355e-01, 3.237091444134840401e+00
5.500000000000000444e-01, 3.304777145502645119e+00
5.600000000000000533e-01, 3.372677965980439119e+00
5.700000000000000622e-01, 3.440791343128830171e+00
5.799999999999999600e-01, 3.509114760971784097e+00
5.899999999999999689e-01, 3.577645748768146561e+00
5.999999999999999778e-01, 3.646381879828482830e+00
6.099999999999999867e-01, 3.715320770375110992e+00
6.199999999999999956e-01, 3.784460078443317332e+00
6.300000000000000044e-01, 3.853797502821860288e+00
6.400000000000000133e-01, 3.923330782030971076e+00
6.500000000000000222e-01, 3.993057693336162561e+00
6.600000000000000311e-01, 4.062976051796244548e+00
6.700000000000000400e-01, 4.133083709344036905e+00
6.800000000000000488e-01, 4.203378553898342140e+00
6.900000000000000577e-01, 4.273858508505830933e+00
7.000000000000000666e-01, 4.344521530511546992e+00
7.099999999999999645e-01, 4.415365610756818882e+00
