-183.800, 80.200, 0.000,  0.000
-183.800, 80.200, 0.000,  0.050
-183.800, 80.200, 0.000,  0.100
-183.800, 80.200, -0.012,  0.150
-183.800, 80.198, 0.036,  0.200
-183.800, 80.197, 0.025,  0.250
-183.798, 80.190, 0.172,  0.300
-183.791, 80.174, 0.363,  0.350
-183.778, 80.148, 0.559,  0.400
-183.760, 80.117, 0.653,  0.450
-183.738, 80.075, 0.918,  0.500
-183.711, 80.018, 1.230,  0.550
-183.684, 79.948, 1.482,  0.600
-183.657, 79.868, 1.685,  0.650
-183.629, 79.781, 1.838,  0.700
-183.601, 79.688, 1.949,  0.750
-183.572, 79.592, 2.024,  0.800
-183.543, 79.493, 2.075,  0.850
-183.514, 79.392, 2.104,  0.900
-183.484, 79.291, 2.119,  0.950
-183.454, 79.190, 2.120,  1.000
-183.424, 79.089, 2.113,  1.050
-183.393, 78.988, 2.098,  1.100
-183.363, 78.889, 2.078,  1.150
-183.332, 78.791, 2.054,  1.200
-183.302, 78.694, 2.029,  1.250
-183.271, 78.598, 2.003,  1.300
-183.241, 78.504, 1.976,  1.350
-183.211, 78.411, 1.951,  1.400
-183.180, 78.319, 1.926,  1.450
-183.150, 78.228, 1.904,  1.500
-183.120, 78.138, 1.883,  1.550
-183.090, 78.050, 1.865,  1.600
-183.060, 77.962, 1.849,  1.650
-183.031, 77.875, 1.835,  1.700
-183.001, 77.788, 1.824,  1.750
-182.972, 77.702, 1.816,  1.800
-182.942, 77.616, 1.810,  1.850
-182.913, 77.530, 1.806,  1.900
-182.884, 77.445, 1.804,  1.950
-182.854, 77.359, 1.804,  2.000
-182.825, 77.274, 1.806,  2.050
-182.796, 77.188, 1.810,  2.100
-182.768, 77.102, 1.815,  2.150
-182.739, 77.015, 1.821,  2.200
-182.710, 76.929, 1.828,  2.250
-182.682, 76.841, 1.836,  2.300
-182.653, 76.754, 1.845,  2.350
-182.625, 76.665, 1.854,  2.400
-182.597, 76.577, 1.864,  2.450
-182.569, 76.487, 1.874,  2.500
-182.541, 76.397, 1.884,  2.550
-182.513, 76.307, 1.895,  2.600
-182.486, 76.216, 1.905,  2.650
-182.458, 76.124, 1.916,  2.700
-182.431, 76.032, 1.926,  2.750
-182.404, 75.939, 1.937,  2.800
-182.378, 75.846, 1.947,  2.850
-182.351, 75.752, 1.957,  2.900
-182.325, 75.657, 1.968,  2.950
-182.299, 75.561, 1.978,  3.000
-182.274, 75.466, 1.988,  3.050
-182.249, 75.369, 1.998,  3.100
-182.224, 75.272, 2.008,  3.150
-182.199, 75.174, 2.019,  3.200
-182.175, 75.076, 2.029,  3.250
-182.150, 74.977, 2.039,  3.300
-182.127, 74.877, 2.049,  3.350
-182.103, 74.777, 2.059,  3.400
-182.080, 74.676, 2.069,  3.450
-182.057, 74.575, 2.080,  3.500
-182.035, 74.473, 2.090,  3.550
-182.013, 74.370, 2.100,  3.600
-181.991, 74.267, 2.110,  3.650
-181.970, 74.163, 2.121,  3.700
-181.949, 74.059, 2.131,  3.750
-181.928, 73.954, 2.141,  3.800
-181.908, 73.848, 2.152,  3.850
-181.888, 73.742, 2.162,  3.900
-181.869, 73.635, 2.173,  3.950
-181.850, 73.528, 2.183,  4.000
-181.831, 73.420, 2.194,  4.050
-181.813, 73.311, 2.205,  4.100
-181.795, 73.202, 2.215,  4.150
-181.777, 73.092, 2.227,  4.200
-181.760, 72.981, 2.237,  4.250
-181.743, 72.870, 2.249,  4.300
-181.727, 72.758, 2.259,  4.350
-181.711, 72.646, 2.271,  4.400
-181.695, 72.533, 2.282,  4.450
-181.680, 72.420, 2.293,  4.500
-181.665, 72.305, 2.304,  4.550
-181.651, 72.191, 2.316,  4.600
-181.636, 72.075, 2.327,  4.650
-181.623, 71.959, 2.338,  4.700
-181.609, 71.842, 2.350,  4.750
-181.596, 71.725, 2.362,  4.800
-181.584, 71.607, 2.373,  4.850
-181.571, 71.489, 2.385,  4.900
-181.560, 71.369, 2.397,  4.950
-181.548, 71.250, 2.409,  5.000
-181.537, 71.129, 2.420,  5.050
-181.526, 71.008, 2.432,  5.100
-181.516, 70.886, 2.444,  5.150
-181.505, 70.764, 2.457,  5.200
-181.496, 70.641, 2.468,  5.250
-181.486, 70.518, 2.481,  5.300
-181.477, 70.393, 2.493,  5.350
-181.468, 70.269, 2.505,  5.400
-181.460, 70.143, 2.518,  5.450
-181.452, 70.017, 2.530,  5.500
-181.444, 69.890, 2.543,  5.550
-181.436, 69.763, 2.556,  5.600
-181.429, 69.635, 2.568,  5.650
-181.422, 69.506, 2.581,  5.700
-181.415, 69.376, 2.594,  5.750
-181.409, 69.246, 2.607,  5.800
-181.403, 69.116, 2.619,  5.850
-181.397, 68.984, 2.632,  5.900
-181.391, 68.852, 2.645,  5.950
-181.386, 68.720, 2.659,  6.000
-181.381, 68.586, 2.672,  6.050
-181.376, 68.452, 2.685,  6.100
-181.372, 68.318, 2.699,  6.150
-181.367, 68.182, 2.712,  6.200
-181.363, 68.046, 2.726,  6.250
-181.359, 67.910, 2.739,  6.300
-181.356, 67.772, 2.753,  6.350
-181.352, 67.634, 2.767,  6.400
-181.349, 67.495, 2.781,  6.450
-181.346, 67.356, 2.795,  6.500
-181.343, 67.215, 2.809,  6.550
-181.340, 67.074, 2.823,  6.600
-181.338, 66.933, 2.837,  6.650
-181.336, 66.790, 2.851,  6.700
-181.334, 66.647, 2.866,  6.750
-181.332, 66.504, 2.880,  6.800
-181.330, 66.359, 2.895,  6.850
-181.328, 66.214, 2.909,  6.900
-181.327, 66.068, 2.924,  6.950
-181.325, 65.921, 2.939,  7.000
-181.324, 65.774, 2.953,  7.050
-181.323, 65.626, 2.968,  7.100
-181.322, 65.477, 2.983,  7.150
-181.322, 65.327, 2.998,  7.200
-181.321, 65.177, 3.013,  7.250
-181.320, 65.025, 3.028,  7.300
-181.320, 64.874, 3.043,  7.350
-181.320, 64.721, 3.058,  7.400
-181.319, 64.567, 3.074,  7.450
-181.319, 64.413, 3.089,  7.500
-181.319, 64.258, 3.105,  7.550
-181.319, 64.102, 3.120,  7.600
-181.319, 63.946, 3.136,  7.650
-181.319, 63.789, 3.152,  7.700
-181.320, 63.630, 3.168,  7.750
-181.320, 63.472, 3.183,  7.800
-181.321, 63.312, 3.199,  7.850
-181.321, 63.151, 3.215,  7.900
-181.322, 62.990, 3.231,  7.950
-181.322, 62.828, 3.248,  8.000
-181.323, 62.665, 3.264,  8.050
-181.323, 62.501, 3.280,  8.100
-181.324, 62.337, 3.297,  8.150
-181.325, 62.171, 3.313,  8.200
-181.326, 62.005, 3.330,  8.250
-181.327, 61.838, 3.347,  8.300
-181.328, 61.670, 3.363,  8.350
-181.329, 61.501, 3.380,  8.400
-181.330, 61.332, 3.397,  8.450
-181.331, 61.161, 3.414,  8.500
-181.332, 60.990, 3.431,  8.550
-181.333, 60.818, 3.449,  8.600
-181.334, 60.645, 3.466,  8.650
-181.335, 60.471, 3.483,  8.700
-181.336, 60.296, 3.501,  8.750
-181.337, 60.121, 3.518,  8.800
-181.338, 59.944, 3.536,  8.850
-181.339, 59.767, 3.554,  8.900
-181.340, 59.588, 3.572,  8.950
-181.341, 59.409, 3.589,  9.000
-181.342, 59.229, 3.607,  9.050
-181.344, 59.048, 3.626,  9.100
-181.345, 58.866, 3.644,  9.150
-181.346, 58.684, 3.662,  9.200
-181.347, 58.500, 3.680,  9.250
-181.348, 58.315, 3.699,  9.300
-181.349, 58.130, 3.717,  9.350
-181.350, 57.943, 3.736,  9.400
-181.351, 57.756, 3.755,  9.450
-181.352, 57.567, 3.774,  9.500
-181.354, 57.378, 3.793,  9.550
-181.355, 57.188, 3.812,  9.600
-181.356, 56.996, 3.831,  9.650
-181.357, 56.804, 3.850,  9.700
-181.358, 56.611, 3.869,  9.750
-181.359, 56.417, 3.889,  9.800
-181.360, 56.222, 3.908,  9.850
-181.361, 56.026, 3.928,  9.900
-181.362, 55.829, 3.947,  9.950
-181.363, 55.631, 3.966, 10.000
-181.364, 55.432, 3.986, 10.050
-181.365, 55.232, 4.005, 10.100
-181.366, 55.031, 4.024, 10.150
-181.367, 54.829, 4.044, 10.200
-181.368, 54.626, 4.064, 10.250
-181.368, 54.423, 4.084, 10.300
-181.369, 54.218, 4.104, 10.350
-181.370, 54.012, 4.124, 10.400
-181.371, 53.805, 4.144, 10.450
-181.372, 53.597, 4.164, 10.500
-181.373, 53.388, 4.185, 10.550
-181.373, 53.178, 4.205, 10.600
-181.374, 52.967, 4.226, 10.650
-181.375, 52.755, 4.247, 10.700
-181.376, 52.542, 4.268, 10.750
-181.376, 52.328, 4.289, 10.800
-181.377, 52.113, 4.311, 10.850
-181.378, 51.897, 4.332, 10.900
-181.379, 51.679, 4.354, 10.950
-181.379, 51.461, 4.375, 11.000
-181.380, 51.241, 4.397, 11.050
-181.380, 51.021, 4.419, 11.100
-181.381, 50.799, 4.441, 11.150
