268.026, 130.679, 8.237, 10.200 False
267.615, 130.662, 8.237, 10.250 False
267.203, 130.644, 8.238, 10.300 False
266.792, 130.626, 8.240, 10.350 False
266.380, 130.606, 8.242, 10.400 False
265.968, 130.587, 8.244, 10.450 False
265.556, 130.568, 8.246, 10.500 False
265.145, 130.548, 8.249, 10.550 False
264.732, 130.528, 8.251, 10.600 False
264.320, 130.508, 8.253, 10.650 False
263.908, 130.487, 8.255, 10.700 False
263.496, 130.467, 8.256, 10.750 False
263.084, 130.446, 8.257, 10.800 False
262.671, 130.425, 8.258, 10.850 False
262.259, 130.404, 8.259, 10.900 False
261.846, 130.383, 8.259, 10.950 False
261.434, 130.362, 8.259, 11.000 False
261.021, 130.341, 8.260, 11.050 False
260.609, 130.320, 8.260, 11.100 False
260.197, 130.299, 8.259, 11.150 False
259.784, 130.278, 8.259, 11.200 False
259.372, 130.256, 8.259, 11.250 False
258.959, 130.236, 8.259, 11.300 False
258.547, 130.215, 8.259, 11.350 False
258.134, 130.194, 8.260, 11.400 False
257.722, 130.173, 8.260, 11.450 False
257.309, 130.152, 8.260, 11.500 False
256.897, 130.132, 8.260, 11.550 False
256.484, 130.112, 8.261, 11.600 False
256.072, 130.091, 8.261, 11.650 False
255.659, 130.072, 8.262, 11.700 False
255.247, 130.052, 8.262, 11.750 False
254.834, 130.032, 8.263, 11.800 False
254.421, 130.013, 8.263, 11.850 False
254.009, 129.994, 8.264, 11.900 False
253.596, 129.975, 8.264, 11.950 False
253.183, 129.956, 8.265, 12.000 False
252.770, 129.938, 8.265, 12.050 False
252.357, 129.920, 8.266, 12.100 False
251.944, 129.902, 8.266, 12.150 False
251.531, 129.884, 8.266, 12.200 False
251.118, 129.867, 8.267, 12.250 False
250.705, 129.850, 8.267, 12.300 False
250.292, 129.833, 8.268, 12.350 False
249.879, 129.817, 8.268, 12.400 False
249.466, 129.800, 8.268, 12.450 False
249.053, 129.785, 8.269, 12.500 False
248.640, 129.769, 8.269, 12.550 False
248.227, 129.754, 8.269, 12.600 False
247.813, 129.738, 8.270, 12.650 False
247.400, 129.724, 8.270, 12.700 False
246.987, 129.709, 8.270, 12.750 False
246.574, 129.696, 8.271, 12.800 False
246.160, 129.682, 8.271, 12.850 False
